                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.77462,                0.40473,                0.83464,                0.88052,                0.98509,                0.97493,                0.77745,                0.76267,                 60.036,                0.72707,              0.0044296,              0.0044296,              0.0044296
                     57,                0.77562,                0.40633,                0.83571,                0.87971,                0.98669,                0.97362,                 0.7761,                0.75799,                 59.901,                 0.7266,              0.0042756,              0.0042756,              0.0042756
                     58,                0.76734,                0.39984,                0.83464,                0.87922,                0.98671,                0.97037,                0.77392,                0.75582,                 60.087,                0.72616,              0.0041225,              0.0041225,              0.0041225
                     59,                0.76664,                0.39806,                0.83322,                0.87957,                0.98569,                0.96726,                 0.7709,                0.75725,                 60.157,                0.72625,              0.0039702,              0.0039702,              0.0039702
                     60,                0.76283,                0.39787,                  0.832,                0.87977,                0.98615,                 0.9701,                0.77523,                0.74961,                 59.915,                0.72567,               0.003819,               0.003819,               0.003819
                     61,                0.76101,                0.39742,                0.83269,                0.87964,                0.98655,                 0.9666,                0.77426,                 0.7478,                 60.312,                0.72558,               0.003669,               0.003669,               0.003669
                     62,                0.75816,                 0.3952,                 0.8313,                0.87951,                0.98651,                0.96712,                 0.7761,                0.74338,                 60.639,                0.72513,              0.0035204,              0.0035204,              0.0035204
                     63,                0.75281,                0.39118,                0.83054,                0.87945,                0.98624,                0.96761,                0.77687,                0.74232,                 60.797,                 0.7248,              0.0033732,              0.0033732,              0.0033732
                     64,                0.75447,                0.39224,                0.82963,                0.87927,                0.98649,                0.96446,                0.77478,                0.74021,                 61.026,                 0.7246,              0.0032278,              0.0032278,              0.0032278
                     65,                0.74937,                0.38895,                0.82981,                 0.8797,                0.98632,                0.96847,                0.77757,                0.74131,                  61.27,                0.72465,              0.0030841,              0.0030841,              0.0030841
                     66,                0.74814,                0.38764,                 0.8307,                0.87895,                 0.9871,                0.97152,                0.78012,                0.74254,                 61.359,                0.72468,              0.0029424,              0.0029424,              0.0029424
                     67,                0.74568,                0.38509,                0.82935,                 0.8795,                0.98701,                 0.9728,                0.78082,                0.74088,                 61.314,                0.72457,              0.0028027,              0.0028027,              0.0028027
                     68,                0.74231,                0.38463,                0.82736,                0.87975,                0.98664,                0.97184,                0.78064,                0.73975,                 61.366,                0.72449,              0.0026653,              0.0026653,              0.0026653
                     69,                0.73597,                0.38094,                0.82843,                0.88014,                0.98667,                0.97229,                0.78089,                0.73935,                 61.436,                0.72441,              0.0025302,              0.0025302,              0.0025302
                     70,                0.74008,                0.38138,                0.82708,                0.87993,                0.98685,                0.97243,                0.78059,                 0.7396,                 61.398,                 0.7244,              0.0023977,              0.0023977,              0.0023977
                     71,                0.73603,                0.37777,                0.82725,                0.87983,                0.98691,                0.97308,                0.78117,                0.73963,                 61.354,                0.72434,              0.0022677,              0.0022677,              0.0022677
                     72,                0.73256,                0.37562,                0.82782,                0.87983,                0.98692,                0.97426,                0.78164,                0.74084,                 61.411,                0.72447,              0.0021405,              0.0021405,              0.0021405
                     73,                0.73124,                0.37429,                0.82709,                0.87976,                0.98707,                0.97521,                 0.7824,                0.74059,                 61.505,                0.72439,              0.0020161,              0.0020161,              0.0020161
                     74,                0.72574,                0.37305,                0.82572,                 0.8801,                0.98707,                0.97578,                0.78316,                0.74067,                 61.596,                0.72435,              0.0018948,              0.0018948,              0.0018948
                     75,                0.72384,                0.37177,                0.82454,                0.88019,                0.98728,                0.97619,                0.78342,                0.74043,                 61.543,                0.72425,              0.0017765,              0.0017765,              0.0017765
                     76,                0.72684,                 0.3704,                0.82527,                0.88005,                0.98736,                0.97638,                0.78396,                0.74017,                 61.511,                 0.7242,              0.0016615,              0.0016615,              0.0016615
