                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.15645,                0.15978,                0.83656,                0.99859,                0.95726,                0.96071,                0.95297,                 1.1189,                0.52758,                 2.6723,               0.001189,               0.001189,               0.001189
                     92,                0.15089,                0.14861,                0.83245,                0.99817,                0.95734,                0.96072,                0.95306,                 1.1171,                0.52554,                 2.6817,                0.00109,                0.00109,                0.00109
                     93,                0.14638,                0.14441,                0.83185,                0.99819,                0.95726,                0.96085,                0.95312,                 1.1177,                0.52788,                 2.6949,               0.000991,               0.000991,               0.000991
                     94,                 0.1447,                0.14112,                0.83105,                0.99817,                0.95742,                0.96084,                0.95325,                 1.1179,                0.52835,                 2.7056,               0.000892,               0.000892,               0.000892
                     95,                0.14212,                0.13976,                0.82954,                0.99819,                0.95749,                0.96086,                0.95326,                 1.1178,                0.52886,                 2.7146,               0.000793,               0.000793,               0.000793
                     96,                0.14075,                0.13747,                0.82909,                0.99814,                0.95749,                0.96097,                0.95336,                 1.1177,                0.52951,                 2.7221,               0.000694,               0.000694,               0.000694
                     97,                0.13714,                0.13518,                0.82822,                 0.9982,                0.95761,                0.96103,                0.95339,                 1.1173,                0.53027,                 2.7286,               0.000595,               0.000595,               0.000595
                     98,                0.13668,                0.13454,                0.82824,                0.99834,                0.95773,                0.96109,                0.95349,                  1.117,                0.53138,                 2.7346,               0.000496,               0.000496,               0.000496
                     99,                0.13406,                0.13223,                0.82663,                0.99833,                0.95789,                0.96117,                0.95358,                 1.1169,                0.53302,                 2.7403,               0.000397,               0.000397,               0.000397
                    100,                0.13245,                0.13121,                0.82548,                0.99779,                0.95808,                 0.9612,                0.95364,                 1.1157,                0.53318,                 2.7479,               0.000298,               0.000298,               0.000298
